gap,spec_group,claim_type,claim_count
25,c,v4,2865
25,c,v1,11811
25,d,v3,4114
25,d,v6,6232
25,d,v1,2972
25,d,v5,7365
25,d,v4,2311
25,e,v4,9639
25,e,v5,2743
25,e,v1,14233
25,e,v6,5557
25,e,v3,1801
25,f,v4,13415
25,f,v5,1734
25,f,v6,938
25,g,v4,3141
25,g,v5,5256
25,g,v1,12839
25,g,v3,11245
25,g,v6,8826
25,h,v3,6696
25,h,v1,1934
25,h,v5,6010
25,h,v6,6032
25,h,v4,5689
25,h,v7,2654
25,i,v6,2792
25,i,v5,4042
25,i,v1,14875
25,i,v3,4328
25,i,v4,3189
25,j,v1,14362
25,j,v3,11925
25,j,v2,1519
25,j,v6,14430
25,j,v4,14463
25,j,v5,7962
25,k,v1,13292
25,k,v5,1865
25,k,v7,7275
25,k,v4,1024
25,k,v6,13648
25,k,v3,3930
26,a,v6,4079
26,a,v5,6568
26,a,v4,10320
26,a,v1,5733
26,a,v3,5968
26,b,v4,1330
26,b,v5,5405
26,b,v3,7160
26,b,v6,1736
26,b,v1,11618
26,c,v4,2486
26,c,v2,1494
26,c,v3,11037
26,c,v1,10910
26,c,v5,112
26,c,v6,682
26,d,v5,13310
26,d,v6,11635
26,d,v1,3369
26,d,v3,11970
26,d,v4,6934
26,e,v1,13845
26,e,v6,242
26,e,v4,3341
26,e,v3,9568
26,e,v5,3048
26,f,v4,2968
26,f,v6,4095
26,f,v5,4718
26,g,v1,1332
26,g,v6,9265
26,g,v5,13270
26,g,v3,2397
26,g,v4,11849
26,h,v4,10096
26,h,v5,8404
26,h,v1,11425
26,h,v6,9173
26,h,v3,930
26,i,v6,10806
26,i,v4,8870
26,i,v5,11443
26,i,v1,9267
26,i,v3,5280
26,j,v1,5482
26,j,v5,3133
26,j,v4,5691
26,j,v3,12973
26,j,v6,12814
26,j,v2,4007
26,k,v3,8672
26,k,v4,4591
26,k,v6,479
26,k,v1,4617
26,k,v5,2719
27,a,v1,1854
27,a,v6,6662
27,a,v3,761
27,a,v4,3218
27,a,v5,6696
27,b,v6,11534
27,b,v1,13627
27,b,v5,14322
27,b,v4,133
27,b,v3,5126
27,b,v9,10058
27,c,v1,10222
27,c,v2,14615
27,c,v5,7549
27,c,v4,4027
27,c,v3,13358
27,c,v6,1208
27,d,v4,784
27,d,v5,400
27,d,v6,2887
27,d,v1,1699
27,d,v3,6029
27,e,v5,8335
27,e,v4,2536
27,e,v3,13807
27,e,v6,12912
27,e,v1,9480
27,f,v6,1737
27,f,v4,10057
27,f,v5,13046
27,g,v6,8263
27,g,v1,8284
27,g,v3,13172
27,g,v4,11910
27,g,v7,6293
27,g,v5,10504
27,h,v3,11528
27,h,v5,11764
27,h,v4,8314
27,h,v7,604
27,h,v6,13678
27,h,v1,1284
27,i,v5,10841
27,i,v1,2995
27,i,v6,10162
27,i,v3,8816
27,i,v7,20
27,i,v4,5921
27,j,v2,1466
27,j,v6,9003
27,j,v1,10114
27,j,v4,7681
27,j,v3,4395
27,j,v5,11403
27,k,v1,12721
27,k,v6,8837
27,k,v9,8269
27,k,v4,2793
27,k,v3,14552
27,k,v5,6315
28,a,v4,10201
28,a,v1,5267
28,a,v5,5751
28,a,v3,11498
28,a,v6,9637
28,b,v6,10417
28,b,v4,6218
28,b,v5,3964
28,b,v1,5286
28,b,v3,2838
28,b,v7,4130
28,c,v4,5146
28,c,v1,11409
28,c,v3,12548
28,c,v2,4991
28,c,v6,4754
28,c,v5,5199
28,d,v4,7093
28,d,v1,7074
28,d,v3,14476
28,d,v5,14600
28,e,v1,4479
28,e,v4,8677
28,e,v6,7233
28,e,v3,4398
28,e,v5,14301
28,f,v4,7722
28,f,v6,10823
28,f,v5,13006
28,g,v5,2850
28,g,v1,12839
28,g,v3,12912
28,g,v7,6998
28,g,v4,13393
28,h,v6,2626
28,h,v4,11151
28,h,v5,274
28,h,v1,1526
28,h,v3,3260
28,h,v7,12630
28,i,v4,4434
28,i,v1,10611
28,i,v6,4102
28,i,v3,171
28,i,v7,13747
28,i,v5,3892
28,j,v5,928
28,j,v6,9899
28,j,v3,13750
28,j,v4,8533
28,j,v2,13778
28,j,v1,8628
28,k,v1,10739
28,k,v5,1610
28,k,v9,3410
28,k,v3,14357
28,k,v6,10176
28,k,v7,4766
28,k,v4,4976
29,a,v6,4743
29,a,v3,4157
29,a,v4,50
29,a,v1,6744
29,a,v7,10741
29,a,v5,12262
29,b,v5,6112
29,b,v6,2049
29,b,v4,1379
29,b,v3,5459
29,b,v1,8531
29,c,v6,9049
29,c,v1,2746
29,c,v3,10025
29,c,v4,1910
29,c,v5,10999
29,c,v2,5256
29,d,v5,13700
29,d,v4,1447
29,d,v6,6433
29,d,v3,13459
29,e,v1,7771
29,e,v5,6974
29,e,v6,4410
29,e,v3,7269
29,e,v4,4647
29,f,v6,11661
29,f,v4,14306
29,f,v5,1759
29,g,v4,10439
29,g,v5,6185
29,g,v1,12081
29,g,v3,12370
29,h,v4,11668
29,h,v7,1975
29,h,v1,14628
29,h,v5,4749
29,h,v3,14941
29,i,v4,14549
29,i,v3,1420
29,i,v5,8310
29,i,v1,6091
29,i,v6,8380
29,j,v1,10732
29,j,v2,6790
29,j,v3,3461
29,j,v4,14980
29,j,v5,13281
29,j,v6,8617
29,k,v1,900
29,k,v6,7051
29,k,v3,12351
29,k,v4,300
29,k,v5,7349
29,k,v7,353
29,k,v9,87
30,a,v1,368
30,a,v6,13381
30,a,v9,2628
30,a,v5,6044
30,a,v4,7326
30,a,v3,5225
30,b,v5,8366
30,b,v6,1877
30,b,v4,4418
30,b,v3,10305
30,b,v1,4209
30,c,v6,2788
30,c,v4,12837
30,c,v5,12929
30,c,v2,14352
30,c,v3,1150
30,c,v1,10393
30,d,v4,3823
30,d,v3,1070
30,d,v5,6701
30,d,v1,10823
30,e,v6,10236
30,e,v1,11295
30,e,v4,2209
30,e,v5,3439
30,e,v3,3415
30,f,v4,8074
30,f,v6,13777
30,f,v5,14053
30,g,v6,4856
30,g,v3,437
30,g,v5,13886
30,g,v4,8639
30,g,v1,3929
30,h,v6,6029
30,h,v5,5366
30,h,v3,1810
30,h,v1,334
30,h,v4,13425
30,i,v5,7331
30,i,v4,14877
30,i,v6,4302
30,i,v3,10572
30,i,v1,6156
30,j,v2,13102
30,j,v3,1524
30,j,v5,8668
30,j,v1,11214
30,j,v4,1437
30,j,v6,10637
30,k,v8,12415
30,k,v3,2061
30,k,v9,10816
30,k,v6,14345
30,k,v1,7372
30,k,v5,5650
30,k,v4,9286
30,k,v7,3402
31,a,v5,14266
31,a,v3,12278
31,a,v1,9896
31,a,v4,3269
31,a,v6,13475
31,b,v6,950
31,b,v3,13027
31,b,v5,9887
31,b,v4,4698
31,b,v1,13102
31,c,v3,11154
31,c,v2,14056
31,c,v6,4925
31,c,v1,10559
31,c,v5,8750
31,c,v4,6343
31,c,v8,2080
31,d,v5,4052
31,d,v4,6308
31,d,v3,6914
31,d,v1,9375
31,d,v6,14062
31,e,v4,12518
31,e,v5,10791
31,e,v3,8852
31,e,v6,9067
31,e,v1,1382
31,f,v4,6715
31,f,v6,9766
31,f,v3,11523
31,f,v5,12003
31,g,v6,4456
31,g,v1,5216
31,g,v3,5019
31,g,v4,11936
31,g,v5,12462
31,h,v5,13229
31,h,v7,9706
31,h,v3,1113
31,h,v4,7484
31,h,v1,13886
31,h,v6,2321
31,i,v5,11611
31,i,v3,5532
31,i,v6,10170
31,i,v1,7522
31,i,v4,6500
31,j,v1,632
31,j,v4,9788
31,j,v6,3330
31,j,v2,6691
31,j,v3,385
31,j,v5,2863
31,k,v5,9866
31,k,v9,13890
31,k,v2,5759
31,k,v7,12637
31,k,v6,14816
31,k,v4,5858
31,k,v3,8528
31,k,v1,5243
32,a,v5,7969
32,a,v1,13589
32,a,v4,8906
32,a,v3,1143
32,a,v6,1638
32,b,v3,4322
32,b,v5,13218
32,b,v4,3395
32,b,v6,4417
32,b,v1,12058
32,c,v4,6747
32,c,v6,1185
32,c,v3,1636
32,c,v1,3957
32,c,v5,8507
32,c,v2,4038
32,d,v4,112
32,d,v3,12422
32,d,v1,8295
32,d,v5,3620
32,e,v3,12827
32,e,v5,1922
32,e,v6,7143
32,e,v4,7672
32,e,v1,9856
32,f,v4,7454
32,f,v5,39
32,f,v8,4086
32,f,v6,2198
32,g,v6,2772
32,g,v4,3689
32,g,v5,380
32,g,v7,1365
32,g,v2,9965
32,g,v3,1653
32,g,v1,6868
32,h,v6,13496
32,h,v3,3082
32,h,v5,119
32,h,v4,672
32,h,v1,5108
32,i,v6,14176
32,i,v5,7223
32,i,v1,11850
32,i,v4,11592
32,i,v3,13058
32,j,v3,9775
32,j,v2,11746
32,j,v1,4854
32,j,v6,9491
32,j,v4,3586
32,j,v5,4839
32,k,v4,383
32,k,v8,499
32,k,v7,11109
32,k,v5,12287
32,k,v1,509
32,k,v6,5878
32,k,v3,1942
33,a,v3,5700
33,a,v1,1418
33,a,v4,5494
33,a,v7,4358
33,a,v5,1378
33,a,v6,9915
33,b,v4,732
33,b,v3,11959
33,b,v6,7694
33,b,v5,1818
33,b,v1,5898
33,c,v2,1873
33,c,v5,13581
33,c,v6,5361
33,c,v3,14681
33,c,v1,7976
33,c,v4,5860
33,d,v5,681
33,d,v1,5750
33,d,v3,11587
33,d,v4,5898
33,d,v6,10804
33,e,v5,7788
33,e,v4,695
33,e,v1,1888
33,e,v3,3819
33,e,v6,13592
33,f,v6,634
33,f,v4,10811
33,f,v5,1572
33,g,v5,10658
33,g,v2,594
33,g,v3,14599
33,g,v4,3705
33,g,v6,10546
33,g,v1,7741
33,h,v7,10052
33,h,v1,248
33,h,v4,2215
33,h,v5,13889
33,h,v3,5436
33,i,v4,12140
33,i,v1,11870
33,i,v6,9506
33,i,v5,10187
33,j,v2,6713
33,j,v5,4137
33,j,v1,12597
33,j,v4,7392
33,j,v3,1064
33,j,v6,10948
33,k,v1,7014
33,k,v6,6038
33,k,v7,7048
33,k,v5,2716
33,k,v4,7010
33,k,v3,7812
34,a,v6,7727
34,a,v4,8620
34,a,v5,13537
34,a,v3,985
34,a,v1,8287
34,b,v3,133
34,b,v5,1855
34,b,v6,9137
34,b,v4,10362
34,b,v1,13182
34,c,v8,4359
34,c,v4,3695
34,c,v6,11291
34,c,v5,14025
34,c,v2,12643
34,c,v3,338
34,c,v1,12634
34,d,v4,8793
34,d,v3,5515
34,d,v6,7548
34,d,v5,11518
34,d,v1,5780
34,e,v6,10999
34,e,v1,3498
34,e,v4,14374
34,e,v5,4191
34,e,v3,27
34,f,v6,12677
34,f,v5,6117
34,f,v4,7436
34,g,v1,13578
34,g,v6,10793
34,g,v3,7715
34,g,v4,14337
34,g,v2,13574
34,g,v5,5403
34,h,v6,14768
34,h,v3,745
34,h,v5,11871
34,h,v4,3683
34,h,v1,8400
34,i,v6,14764
34,i,v1,8138
34,i,v5,9957
34,i,v4,11422
34,i,v3,2378
34,j,v5,8058
34,j,v2,13923
34,j,v1,50
34,j,v6,2889
34,j,v4,11796
34,j,v3,8226
34,k,v6,1302
34,k,v3,2859
34,k,v4,13133
34,k,v7,8387
34,k,v1,14281
34,k,v8,3242
34,k,v5,10434
35,a,v8,10249
35,a,v6,14664
35,a,v3,13275
35,a,v4,5416
35,a,v5,13585
35,a,v1,13410
35,a,v7,12990
35,b,v3,14730
35,b,v6,6566
35,b,v5,9096
35,b,v1,13358
35,b,v4,8857
35,c,v3,10328
35,c,v7,5836
35,c,v4,11616
35,c,v5,12512
35,c,v1,11860
35,c,v6,8160
35,c,v2,9321
35,c,v8,352
35,d,v3,2332
35,d,v1,11471
35,d,v6,6898
35,d,v4,9448
35,d,v5,2404
35,e,v4,4905
35,e,v1,12723
35,e,v6,13965
35,e,v5,9219
35,e,v3,13472
35,f,v6,1875
35,f,v5,8915
35,f,v8,8642
35,f,v4,10771
35,g,v5,11715
35,g,v1,3956
35,g,v4,9481
35,g,v3,293
35,g,v6,7348
35,h,v6,2035
35,h,v7,1294
35,h,v4,9280
35,h,v5,2618
35,h,v1,10562
35,h,v3,5630
35,i,v1,8817
35,i,v3,9712
35,i,v6,9650
35,i,v4,6122
35,i,v5,1293
35,j,v4,6729
35,j,v6,11046
35,j,v3,5176
35,j,v2,7900
35,j,v5,7150
35,j,v1,9892
35,k,v1,12574
35,k,v2,98
35,k,v6,7202
35,k,v5,10659
35,k,v3,4643
35,k,v8,1646
35,k,v7,1285
35,k,v9,8465
35,k,v4,10771
36,a,v6,10663
36,a,v1,6131
36,a,v5,13581
36,a,v3,6437
36,a,v4,5387
36,b,v9,5834
36,b,v6,1095
36,b,v1,11216
36,b,v4,2208
36,b,v3,2613
36,b,v5,7592
36,c,v5,889
36,c,v3,6030
36,c,v1,13029
36,c,v6,13731
36,c,v2,12309
36,c,v4,4474
36,d,v5,2886
36,d,v3,7986
36,d,v6,10159
36,d,v1,12311
36,d,v4,11709
36,e,v1,12669
36,e,v4,11148
36,e,v3,8184
36,e,v6,6910
36,e,v5,12256
36,f,v6,1518
36,f,v5,10153
36,f,v4,651
36,g,v6,14626
36,g,v1,11682
36,g,v5,8118
36,g,v4,11563
36,g,v3,7073
36,h,v7,3395
36,h,v5,438
36,h,v6,10881
36,h,v4,1508
36,h,v3,3531
36,h,v1,11394
36,i,v1,12410
36,i,v6,6286
36,i,v5,8342
36,i,v3,12811
36,i,v4,7285
36,j,v1,4096
36,j,v3,12357
36,j,v2,4629
36,j,v4,4554
36,j,v6,14879
36,j,v5,12904
36,k,v4,7223
36,k,v6,10344
36,k,v5,14629
36,k,v7,5620
36,k,v9,14375
36,k,v8,5024
36,k,v1,9139
36,k,v3,5884
37,a,v6,4926
37,a,v1,7408
37,a,v5,8705
37,a,v3,13662
37,a,v4,4203
37,b,v6,12688
37,b,v5,8094
37,b,v1,8892
37,b,v4,2783
37,b,v3,13399
37,c,v6,1944
37,c,v1,5467
37,c,v3,9739
37,c,v4,940
37,c,v5,587
37,c,v2,5608
37,d,v3,5638
37,d,v4,5818
37,d,v5,3914
37,d,v6,2561
37,e,v5,2999
37,e,v6,3062
37,e,v4,10588
37,e,v1,4804
37,f,v4,10248
37,g,v1,3633
37,g,v3,8286
37,g,v4,4816
37,g,v5,4723
37,h,v5,11180
37,h,v3,5490
37,h,v7,5145
37,h,v4,202
37,h,v6,786
37,i,v4,13169
37,i,v6,914
37,i,v3,7846
37,i,v5,7818
37,i,v1,7977
37,j,v3,11327
37,j,v1,11050
37,j,v4,8438
37,j,v6,1707
37,j,v5,12364
37,j,v2,14251
37,k,v3,8726
37,k,v6,2302
37,k,v5,13461
37,k,v4,7929
37,k,v1,4492
38,a,v2,10712
38,a,v5,14224
38,a,v1,4061
38,a,v6,9393
38,a,v3,13579
38,a,v4,7575
38,b,v4,11493
38,b,v5,9867
38,b,v1,5029
38,b,v6,8515
38,b,v3,8519
38,c,v5,7710
38,c,v6,11832
38,c,v1,14794
38,c,v3,4373
38,c,v4,10970
38,c,v2,4427
38,d,v4,882
38,d,v5,13783
38,d,v3,10323
38,d,v6,17
38,d,v1,3954
38,e,v1,4050
38,e,v6,10375
38,e,v5,1095
38,e,v4,3680
38,e,v3,10241
38,f,v6,13595
38,f,v4,5729
38,f,v8,7331
38,f,v5,7697
38,g,v4,11787
38,g,v6,1089
38,g,v5,13497
38,g,v1,8383
38,g,v3,6730
38,h,v6,9267
38,h,v3,5220
38,h,v1,14797
38,h,v4,9106
38,h,v5,12187
38,i,v4,2041
38,i,v3,6899
38,i,v6,6406
38,i,v5,8854
38,i,v1,4865
38,j,v2,11418
38,j,v4,7982
38,j,v6,2091
38,j,v3,13729
38,j,v1,9529
38,j,v5,13000
38,k,v7,243
38,k,v6,2556
38,k,v5,11813
38,k,v1,11072
38,k,v2,4583
38,k,v3,8425
38,k,v4,4424
39,a,v5,8537
39,a,v6,7724
39,a,v1,14738
39,a,v4,5650
39,a,v3,9702
39,b,v5,9315
39,b,v6,9743
39,b,v4,1867
39,b,v3,1948
39,b,v1,14701
39,c,v1,11635
39,c,v5,9731
39,c,v3,13815
39,c,v2,8643
39,c,v6,4410
39,c,v4,14206
39,c,v8,3420
39,d,v3,9178
39,d,v4,14740
39,d,v5,9785
39,d,v6,1337
39,d,v1,4408
39,e,v4,1617
39,e,v1,7198
39,e,v5,14635
39,e,v6,5438
39,f,v6,7534
39,f,v4,392
39,f,v5,8999
39,g,v1,3587
39,g,v5,7769
39,g,v4,2068
39,h,v1,8120
39,h,v4,7643
39,h,v7,9830
39,h,v3,4895
39,h,v6,8233
39,h,v5,4499
39,i,v1,3085
39,i,v5,14929
39,i,v6,7873
39,i,v3,12028
39,i,v4,9642
39,j,v5,14504
39,j,v1,9555
39,j,v6,8398
39,j,v2,5488
39,j,v4,12933
39,j,v3,12470
39,k,v5,9621
39,k,v3,13735
39,k,v6,6853
39,k,v7,4541
39,k,v4,2469
39,k,v1,13267
40,a,v4,12396
40,a,v6,9847
40,a,v1,7930
40,a,v3,6405
40,a,v5,9740
40,b,v4,341
40,b,v7,5608
40,b,v3,8528
40,b,v1,8237
40,b,v5,6858
40,b,v6,12567
40,c,v6,3332
40,c,v5,6662
40,c,v4,10774
40,c,v3,9457
40,c,v1,46
40,c,v8,12363
40,d,v3,6109
40,d,v4,2269
40,d,v5,3295
40,d,v1,2064
40,e,v6,773
40,e,v1,1937
40,e,v5,6996
40,e,v4,1250
40,f,v5,1395
40,f,v4,5060
40,f,v6,13250
40,f,v3,13620
40,g,v4,1067
40,g,v3,3185
40,g,v1,8767
40,g,v5,4293
40,h,v4,9785
40,h,v1,5498
40,h,v3,5534
40,h,v6,4116
40,h,v5,14280
40,i,v1,10999
40,i,v4,5394
40,i,v5,6664
40,i,v6,6833
40,i,v3,9547
40,j,v4,4321
40,j,v5,9522
40,j,v3,10748
40,j,v1,241
40,j,v6,13946
40,j,v2,1660
40,k,v6,9845
40,k,v2,10997
40,k,v4,3591
40,k,v3,9413
40,k,v5,4629
40,k,v1,3449
41,a,v3,14330
41,a,v4,4272
41,a,v6,5217
41,a,v5,13657
41,a,v1,6609
41,b,v1,848
41,b,v5,2104
41,b,v4,3469
41,b,v3,8312
41,b,v7,13285
41,b,v6,13851
41,c,v3,2100
41,c,v6,3406
41,c,v1,2457
41,c,v4,9923
41,c,v5,12270
41,d,v3,11052
41,d,v6,5353
41,d,v5,2504
41,d,v4,10329
41,d,v1,11249
41,e,v1,843
41,e,v3,10635
41,e,v6,6512
41,e,v5,12120
41,e,v4,12484
41,f,v5,12596
41,f,v6,9902
41,f,v4,14683
41,g,v7,11215
41,g,v1,663
41,g,v4,14711
41,g,v5,4086
41,g,v2,9293
41,g,v3,4460
41,g,v6,3801
41,h,v3,14378
41,h,v4,1376
41,h,v1,1865
41,h,v6,3326
41,h,v5,12136
41,i,v1,13793
41,i,v6,3133
41,i,v4,8886
41,i,v5,6533
41,j,v2,10496
41,j,v6,9162
41,j,v3,2034
41,j,v5,10830
41,j,v1,1589
41,j,v4,8624
41,k,v6,14601
41,k,v7,2493
41,k,v4,750
41,k,v1,4141
41,k,v3,983
41,k,v9,14236
41,k,v5,5855
42,a,v6,12670
42,a,v1,10044
42,a,v4,9658
42,a,v5,5895
42,a,v3,13765
42,b,v3,5613
42,b,v1,7807
42,b,v6,14888
42,b,v4,11746
42,b,v5,2255
42,c,v4,12320
42,c,v5,1158
42,c,v2,1349
42,c,v6,2329
42,c,v1,8829
42,c,v3,10049
42,c,v8,14651
42,d,v5,4079
42,d,v4,9858
42,d,v3,12379
42,e,v1,7999
42,e,v6,3316
42,e,v5,12194
42,e,v4,10688
42,f,v5,7648
42,f,v6,4968
42,f,v4,12513
42,g,v4,4827
42,g,v3,7910
42,g,v9,2534
42,g,v1,9904
42,g,v7,2646
42,g,v5,7189
42,h,v6,13865
42,h,v3,13967
42,h,v4,9323
42,h,v1,9269
42,h,v5,14912
42,i,v5,8927
42,i,v6,5956
42,i,v1,11019
42,i,v3,7659
42,i,v4,2288
42,j,v1,12221
42,j,v5,9285
42,j,v2,3789
42,j,v3,12151
42,j,v6,5635
42,j,v4,8556
42,k,v7,2817
42,k,v1,5749
42,k,v4,571
42,k,v6,716
42,k,v5,679
42,k,v3,5361
42,k,v9,5679
43,a,v1,2070
43,a,v5,3873
43,a,v6,282
43,a,v3,9593
43,a,v4,8951
43,b,v1,3203
43,b,v3,8104
43,b,v6,7918
43,b,v4,14313
43,b,v5,2716
43,c,v3,14468
43,c,v4,5016
43,c,v5,13689
43,c,v1,3685
43,c,v6,7402
43,c,v2,13113
43,d,v5,7757
43,d,v6,6037
43,d,v3,996
43,d,v1,7260
43,d,v4,8574
43,e,v3,14520
43,e,v6,13369
43,e,v4,3770
43,e,v5,11573
43,e,v1,2846
43,f,v4,607
43,f,v5,5124
43,f,v6,9346
43,f,v3,1525
43,g,v6,7949
43,g,v3,3828
43,g,v4,5321
43,g,v5,7482
43,g,v1,3928
43,h,v6,5618
43,h,v5,7149
43,h,v3,2835
43,h,v1,1536
43,h,v4,1302
43,i,v3,2428
43,i,v1,1714
43,i,v4,3493
43,i,v6,2746
43,i,v5,5026
43,j,v2,1802
43,j,v6,12688
43,j,v1,14863
43,j,v5,420
43,j,v4,9747
43,j,v3,6363
43,k,v1,5854
43,k,v3,13638
43,k,v8,5052
43,k,v5,13686
43,k,v4,9029
43,k,v6,5966
44,a,v7,10825
44,a,v1,1395
44,a,v5,12861
44,a,v6,11333
44,a,v4,7443
44,a,v3,3817
44,b,v4,2695
44,b,v1,13706
44,b,v3,2236
44,b,v5,3031
44,b,v6,6240
44,c,v5,13130
44,c,v6,12639
44,c,v2,2600
44,c,v4,3064
44,c,v1,8180
44,c,v3,11382
44,d,v3,2800
44,d,v4,6869
44,d,v5,3068
44,e,v4,8110
44,e,v6,4462
44,e,v1,4789
44,e,v5,13717
44,f,v6,5749
44,f,v5,311
44,f,v3,12322
44,f,v4,2770
44,g,v1,8980
44,g,v5,2452
44,g,v3,541
44,g,v4,3381
44,h,v6,4913
44,h,v5,9502
44,h,v4,13738
44,h,v3,5653
44,h,v1,4955
44,i,v5,3039
44,i,v3,2665
44,i,v6,2122
44,i,v1,12864
44,i,v4,279
44,j,v2,2272
44,j,v5,9693
44,j,v3,10469
44,j,v4,1645
44,j,v1,851
44,j,v6,7946
44,k,v5,5109
44,k,v4,14666
44,k,v6,14893
44,k,v1,11609
44,k,v3,10910
45,a,v6,5891
45,a,v5,10744
45,a,v3,7646
45,a,v4,5057
45,a,v1,442
45,b,v5,1554
45,b,v4,23
45,b,v8,8194
45,b,v6,5972
45,b,v1,4399
45,b,v3,4267
45,c,v4,838
45,c,v5,7284
45,c,v1,14041
45,c,v3,9997
45,c,v6,34
45,d,v3,81
45,d,v6,296
45,d,v5,8021
45,d,v4,3222
45,e,v1,12877
45,e,v3,9414
45,e,v6,379
45,e,v4,8094
45,e,v5,13366
45,f,v6,10456
45,f,v4,6135
45,f,v3,5296
45,f,v5,6139
45,g,v6,2618
45,g,v1,3159
45,g,v4,9569
45,g,v3,3459
45,g,v5,2995
45,h,v5,3055
45,h,v6,3545
45,h,v1,13245
45,h,v4,4329
45,h,v3,6157
45,h,v7,14200
45,i,v1,6928
45,i,v6,14116
45,i,v5,837
45,i,v4,3118
45,j,v4,9777
45,j,v6,11111
45,j,v2,758
45,j,v1,3949
45,j,v3,3849
45,j,v5,7349
45,k,v1,5357
45,k,v5,11406
45,k,v2,8496
45,k,v3,4404
45,k,v8,2877
45,k,v4,1029
45,k,v6,7095
46,a,v6,12353
46,a,v5,4265
46,a,v3,2317
46,a,v4,1333
46,a,v1,1028
46,b,v3,13518
46,b,v4,3408
46,b,v1,14308
46,b,v5,8000
46,b,v6,11960
46,c,v6,12096
46,c,v8,5371
46,c,v3,967
46,c,v4,12932
46,c,v5,9945
46,c,v1,12285
46,c,v2,3865
46,d,v4,11866
46,d,v3,7604
46,d,v1,12123
46,d,v6,13504
46,d,v5,14316
46,e,v4,14823
46,e,v6,4362
46,e,v1,4768
46,e,v5,3970
46,e,v3,1093
46,f,v4,10503
46,f,v6,8616
46,g,v3,6529
46,g,v4,1054
46,g,v1,9051
46,g,v5,14516
46,g,v6,4854
46,h,v4,10781
46,h,v5,6233
46,h,v1,12504
46,h,v3,4089
46,h,v6,2672
46,h,v7,4719
46,i,v4,7294
46,i,v5,11391
46,i,v7,13533
46,i,v6,14036
46,i,v3,5020
46,i,v1,12732
46,j,v4,7677
46,j,v6,10240
46,j,v1,9984
46,j,v5,10260
46,j,v2,992
46,j,v3,1241
46,k,v9,7500
46,k,v6,5044
46,k,v3,6487
46,k,v5,2197
46,k,v4,540
46,k,v1,9676
47,a,v4,10621
47,a,v6,8382
47,a,v3,12
47,a,v1,6236
47,a,v5,9533
47,b,v4,4478
47,b,v5,14387
47,b,v6,12111
47,b,v3,11588
47,c,v3,1821
47,c,v6,627
47,c,v4,7239
47,c,v5,1037
47,c,v1,14312
47,c,v2,7734
47,d,v5,8117
47,d,v3,14710
47,d,v4,9837
47,d,v1,13176
47,e,v4,7356
47,e,v6,7012
47,e,v1,13465
47,e,v5,7333
47,f,v5,9351
47,f,v4,9837
47,g,v4,3954
47,g,v3,13628
47,g,v1,10053
47,g,v2,14904
47,g,v5,11590
47,h,v4,10208
47,h,v7,12797
47,h,v6,12260
47,h,v1,7110
47,h,v3,11102
47,h,v5,8626
47,i,v5,8417
47,i,v1,6080
47,i,v4,2188
47,j,v4,992
47,j,v5,14185
47,j,v3,3755
47,j,v6,9649
47,j,v2,13669
47,j,v1,4638
47,k,v2,5479
47,k,v3,12052
47,k,v9,8159
47,k,v4,1322
47,k,v1,3248
47,k,v5,5305
47,k,v6,6378
48,a,v1,10109
48,a,v5,1391
48,a,v6,1042
48,a,v3,9408
48,a,v4,10087
48,b,v5,14998
48,b,v1,2727
48,b,v4,989
48,b,v6,4208
48,b,v3,11948
48,c,v4,6908
48,c,v1,5792
48,c,v6,8885
48,c,v3,14019
48,c,v5,12147
48,c,v2,14510
48,d,v6,3207
48,d,v4,480
48,d,v3,9541
48,d,v1,5071
48,d,v5,9164
48,e,v6,12157
48,e,v3,7998
48,e,v4,12736
48,e,v1,1691
48,e,v5,1299
48,f,v6,257
48,f,v4,12678
48,f,v5,2117
48,g,v6,201
48,g,v3,4178
48,g,v4,1713
48,g,v9,1727
48,g,v5,11335
48,h,v6,5617
48,h,v7,8560
48,h,v3,12271
48,h,v1,2152
48,h,v5,7349
48,h,v4,2888
48,i,v1,3357
48,i,v4,12908
48,i,v6,10298
48,i,v5,12383
48,j,v3,6120
48,j,v2,7334
48,j,v4,14776
48,j,v6,764
48,j,v1,8185
48,j,v5,6771
48,k,v6,7405
48,k,v5,12060
48,k,v7,6733
48,k,v1,1560
48,k,v3,6537
48,k,v9,14101
48,k,v4,9180
49,a,v6,571
49,a,v4,14606
49,a,v5,13494
49,a,v1,5071
49,a,v3,14460
49,b,v4,10026
49,b,v5,9635
49,b,v3,2787
49,b,v6,5782
49,c,v2,671
49,c,v8,9285
49,c,v1,13375
49,c,v4,5719
49,c,v5,9599
49,c,v3,3457
49,c,v6,10690
49,d,v6,11772
49,d,v4,10531
49,d,v3,4525
49,d,v5,11897
49,d,v1,7374
49,e,v1,11609
49,e,v5,9301
49,e,v6,2536
49,e,v3,4531
49,e,v4,3371
49,f,v5,2489
49,f,v6,12341
49,f,v4,5681
49,g,v4,5356
49,g,v5,4948
49,g,v1,9271
49,g,v3,626
49,h,v1,10176
49,h,v6,7747
49,h,v4,6514
49,h,v3,10097
49,h,v5,5875
49,i,v1,4274
49,i,v5,3202
49,i,v6,9266
49,i,v4,6563
49,j,v2,10304
49,j,v3,14487
49,j,v4,4598
49,j,v6,2414
49,j,v5,9037
49,j,v1,2788
49,k,v6,624
